"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"3058","panera bread","pepperoni flatbread",NA,1,950,430,47,72,23,115,1,110,37,2410,100,87,29,3,12,5,44,88,NA,NA,NA,NA,"Flatbread Pizza"
"3059","panera bread","sausage pepperoni flatbread pizza",NA,1,870,350,39,60,16,80,1,115,38,2510,105,88,29,3,12,4,43,86,NA,NA,NA,NA,"Flatbread Pizza"
"3060","panera bread","frozen caramel",NA,16,480,160,18,28,10,50,0,55,18,230,10,76,25,0,0,62,5,10,NA,NA,NA,NA,"Frozen Drinks"
"3061","panera bread","frozen strawberry lemonade",NA,16,130,0,0,0,0,0,0,0,0,10,0,34,11,3,12,30,1,2,NA,NA,NA,NA,"Frozen Drinks"
"3062","panera bread","green passion power smoothie",NA,16,200,5,0,0,0,0,0,0,0,30,1,51,17,2,8,47,2,4,NA,NA,NA,NA,"Frozen Drinks"
"3063","panera bread","low fat mango smoothie",NA,16,290,45,5,8,3,15,0,20,7,60,3,51,17,4,16,42,12,24,NA,NA,NA,NA,"Frozen Drinks"
"3064","panera bread","peach blueberry smoothie with almond milk",NA,16,180,10,1,2,0,0,0,0,0,35,1,43,14,2,8,39,2,4,NA,NA,NA,NA,"Frozen Drinks"
"3065","panera bread","low fat strawberry banana smoothie",NA,16,250,25,3,5,1.5,8,0,10,3,35,1,51,17,6,24,35,7,14,NA,NA,NA,NA,"Frozen Drinks"
"3066","panera bread","low fat strawberry smoothie with ginseng",NA,16,270,45,5,8,3,15,0,25,8,60,3,44,15,6,24,37,11,22,NA,NA,NA,NA,"Frozen Drinks"
"3067","panera bread","fat free superfruit smoothie with ginseng",NA,16,240,45,5,8,3,15,0,20,7,50,2,36,12,0,0,28,11,22,NA,NA,NA,NA,"Frozen Drinks"
"3068","panera bread","power breakfast bowl with roasted turkey",NA,1,190,63,7,11,1,5,0,30,10,500,21,7,2,2,8,1,25,50,NA,NA,NA,NA,"Hidden Menu"
"3069","panera bread","power breakfast bowl with steak",NA,1,270,153,17,26,5,25,0,405,135,440,18,7,2,3,12,2,25,50,NA,NA,NA,NA,"Hidden Menu"
"3070","panera bread","power chicken hummus bowl",NA,1,330,117,13,20,2,10,0,80,27,590,25,23,8,8,32,3,33,66,NA,NA,NA,NA,"Hidden Menu"
"3071","panera bread","power mediterranean chicken",NA,1,360,180,20,31,4,20,0,140,47,590,25,12,4,3,12,2,35,70,NA,NA,NA,NA,"Hidden Menu"
"3072","panera bread","power mediterranean roasted turkey",NA,1,320,189,21,32,3,15,0,60,20,830,35,12,4,4,16,2,22,44,NA,NA,NA,NA,"Hidden Menu"
"3073","panera bread","power steak lettuce wraps",NA,1,280,144,16,25,5,25,0,85,28,310,13,7,2,1,4,3,28,56,NA,NA,NA,NA,"Hidden Menu"
"3074","panera bread","chai tea latte",NA,16,290,60,6,9,4,20,0,25,8,125,5,49,16,0,0,48,10,20,NA,NA,NA,NA,"Hot Drinks"
"3075","panera bread","coffee","small",12,15,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0,1,2,NA,NA,NA,NA,"Hot Drinks"
"3076","panera bread","coffee","medium",16,20,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,1,2,NA,NA,NA,NA,"Hot Drinks"
"3077","panera bread","coffee","large",20,25,0,0,0,0,0,0,0,0,15,1,4,1,0,0,0,1,2,NA,NA,NA,NA,"Hot Drinks"
"3078","panera bread","coffee decaf","small",12,10,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,1,2,NA,NA,NA,NA,"Hot Drinks"
"3079","panera bread","coffee decaf","medium",16,15,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0,1,2,NA,NA,NA,NA,"Hot Drinks"
"3080","panera bread","coffee decaf","large",20,20,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,2,4,NA,NA,NA,NA,"Hot Drinks"
"3081","panera bread","hot chocolate",NA,16,380,162,18,28,12,60,0.5,50,17,170,7,51,17,2,8,41,10,20,NA,NA,NA,NA,"Hot Drinks"
"3082","panera bread","tea bags all flavors",NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Hot Drinks"
"3083","panera bread","fuji apple cranberry charged lemonade","regular",20,290,0,0,0,0,0,0,0,0,10,0,70,23,0,0,65,0,0,NA,NA,NA,NA,"Iced Drinks"
"3084","panera bread","fuji apple cranberry charged lemonade","large",30,430,0,0.5,1,0,0,0,0,0,20,1,106,35,0,0,98,1,2,NA,NA,NA,NA,"Iced Drinks"
"3085","panera bread","iced caffe latte",NA,20,160,60,6,9,4,20,0,25,8,140,6,16,5,0,0,15,10,20,NA,NA,NA,NA,"Iced Drinks"
"3086","panera bread","iced caffe mocha",NA,20,400,110,13,20,7,35,0,40,13,200,8,57,19,2,8,43,14,28,NA,NA,NA,NA,"Iced Drinks"
"3087","panera bread","iced caramel latte",NA,20,430,140,16,25,9,45,0,55,18,330,14,57,19,0,0,47,13,26,NA,NA,NA,NA,"Iced Drinks"
"3088","panera bread","iced chai tea latte",NA,20,290,60,6,9,4,20,0,25,8,130,5,49,16,0,0,48,10,20,NA,NA,NA,NA,"Iced Drinks"
"3089","panera bread","iced coffee","20 oz",20,15,0,0,0,0,0,0,0,0,15,1,3,1,0,0,0,1,2,NA,NA,NA,NA,"Iced Drinks"
"3090","panera bread","iced coffee","32 oz",32,25,0,0,0,0,0,0,0,0,20,1,5,2,0,0,0,1,2,NA,NA,NA,NA,"Iced Drinks"
"3091","panera bread","iced infused green tea with passionfruit papaya","20 oz",20,130,0,0,0,0,0,0,0,0,10,0,31,10,0,0,31,0,0,NA,NA,NA,NA,"Iced Drinks"
"3092","panera bread","iced infused green tea with passionfruit papaya","32 oz",32,210,0,0,0,0,0,0,0,0,15,1,49,16,0,0,49,0,0,NA,NA,NA,NA,"Iced Drinks"
"3093","panera bread","brewed black iced tea","20 oz",20,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"Iced Drinks"
"3094","panera bread","brewed black iced tea","32 oz",32,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"Iced Drinks"
"3095","panera bread","lemonade","20 oz",20,250,0,0,0,0,0,0,0,0,270,11,68,23,0,0,68,0,0,NA,NA,NA,NA,"Iced Drinks"
"3096","panera bread","lemonade","32 oz",32,400,0,0,0,0,0,0,0,0,420,18,108,36,0,0,108,0,0,NA,NA,NA,NA,"Iced Drinks"
"3097","panera bread","mango yuzu citrus charged lemonade","regular",20,350,0,0,0,0,0,0,0,0,10,0,86,29,0,0,82,0,0,NA,NA,NA,NA,"Iced Drinks"
"3098","panera bread","mango yuzu citrus charged lemonade","large",30,530,5,0.5,1,0,0,0,0,0,15,1,130,43,0,0,124,1,2,NA,NA,NA,NA,"Iced Drinks"
"3099","panera bread","strawberry lemon mint charged lemonade","regular",20,280,0,0,0,0,0,0,0,0,10,0,70,23,0,0,65,0,0,NA,NA,NA,NA,"Iced Drinks"
"3100","panera bread","strawberry lemon mint charged lemonade","large",30,430,0,0.5,1,0,0,0,0,0,15,1,105,35,0,0,98,0,0,NA,NA,NA,NA,"Iced Drinks"
"3101","panera bread","smoked ham deli sandwich on all natural white loaf",NA,260,NA,80,9,14,5,25,0,35,12,740,31,30,10,3,12,3,17,34,NA,NA,NA,NA,"Panera Kids"
"3102","panera bread","kids baked potato soup",NA,1,260,126,14,22,9,45,0,45,15,940,39,29,10,2,8,4,6,12,NA,NA,NA,NA,"Panera Kids"
"3103","panera bread","kids broccoli cheddar soup",NA,1,230,117,13,20,8,40,0.5,35,12,840,35,19,6,4,16,4,9,18,NA,NA,NA,NA,"Panera Kids"
"3104","panera bread","kids caesar salad",NA,1,160,108,12,18,3.5,18,0,25,8,240,10,8,3,1,4,1,5,10,NA,NA,NA,NA,"Panera Kids"
"3105","panera bread","kids chicken noodle soup",NA,1,120,27,3,5,0.5,3,0,25,8,990,41,14,5,2,8,2,9,18,NA,NA,NA,NA,"Panera Kids"
"3106","panera bread","kids cream of chicken wild rice soup",NA,1,210,99,11,17,6,30,0,35,12,980,41,21,7,1,4,4,6,12,NA,NA,NA,NA,"Panera Kids"
"3107","panera bread","kids creamy tomato soup",NA,1,230,135,15,23,8,40,0,40,13,580,24,24,8,1,4,11,4,8,NA,NA,NA,NA,"Panera Kids"
"3108","panera bread","kids french onion soup",NA,1,190,72,8,12,4,20,0,15,5,1070,45,20,7,2,8,10,8,16,NA,NA,NA,NA,"Panera Kids"
"3109","panera bread","kids greek salad",NA,1,180,144,16,25,4,20,0,10,3,600,25,6,2,2,8,2,4,8,NA,NA,NA,NA,"Panera Kids"
"3110","panera bread","grilled cheese sandwich on all natural white loaf",NA,440,NA,150,17,26,10,50,0.5,50,17,1080,45,53,18,2,8,6,19,38,NA,NA,NA,NA,"Panera Kids"
"3111","panera bread","mac cheese",NA,1,470,279,31,48,17,85,1,80,27,1040,43,33,11,1,4,7,17,34,NA,NA,NA,NA,"Panera Kids"
"3112","panera bread","kids new england clam chowder",NA,1,370,225,25,38,16,80,1,95,32,680,28,27,9,2,8,4,9,18,NA,NA,NA,NA,"Panera Kids"
"3113","panera bread","kids summer corn chowder",NA,1,210,117,13,20,8,40,0,40,13,870,36,22,7,2,8,5,3,6,NA,NA,NA,NA,"Panera Kids"
"3114","panera bread","kids ten vegetable soup",NA,1,70,18,2,3,0,0,0,0,0,730,30,11,4,3,12,4,16,32,NA,NA,NA,NA,"Panera Kids"
"3115","panera bread","smoked turkey deli sandwich on all natural white loaf",NA,280,NA,80,9,14,5,25,0,45,15,760,32,29,10,3,12,30,22,44,NA,NA,NA,NA,"Panera Kids"
"3116","panera bread","organic yogurt blueberry strawberry",NA,1,60,9,1,2,0,0,0,5,2,40,2,11,4,0,0,10,2,4,NA,NA,NA,NA,"Panera Kids"
"3117","panera bread","bacon mac cheese","small",1,510,300,33,51,18,90,1,100,33,1110,46,33,11,1,4,8,17,34,NA,NA,NA,NA,"Pastas"
"3118","panera bread","bacon mac cheese","large",1,1090,600,67,103,37,185,2.5,200,67,2220,93,67,22,2,8,16,33,66,NA,NA,NA,NA,"Pastas"
"3119","panera bread","bacon mac cheese","bread bowl",1,1180,340,38,58,19,95,1,100,33,2270,95,164,55,5,20,10,43,86,NA,NA,NA,NA,"Pastas"
"3120","panera bread","broccoli cheddar mac cheese","small",1,390,240,27,42,12,60,0.5,55,18,1130,47,25,8,2,8,6,13,26,NA,NA,NA,NA,"Pastas"
"3121","panera bread","broccoli cheddar mac cheese","large",1,770,480,53,82,25,125,1.5,115,38,2250,94,50,17,4,16,11,26,52,NA,NA,NA,NA,"Pastas"
"3122","panera bread","broccoli cheddar mac cheese","bread bowl",1,1050,280,31,48,13,65,0.5,55,18,2290,95,155,52,6,24,8,40,80,NA,NA,NA,NA,"Pastas"
"3123","panera bread","chicken tortellini alfredo",NA,2,750,350,39,60,21,105,1,160,53,1780,74,68,23,3,12,4,31,62,NA,NA,NA,NA,"Pastas"
"3124","panera bread","signature mac cheese large",NA,2,980,550,62,95,35,175,1.5,155,52,2090,87,66,22,2,8,15,33,66,NA,NA,NA,NA,"Pastas"
"3125","panera bread","signature mac cheese small",NA,1,470,280,31,48,17,85,1,80,27,1040,43,33,11,1,4,7,17,34,NA,NA,NA,NA,"Pastas"
"3126","panera bread","tortellini alfredo",NA,2,720,350,39,60,21,105,1,135,45,1600,67,68,23,3,12,4,25,50,NA,NA,NA,NA,"Pastas"
"3127","panera bread","apple cherry cheese pastry ring",NA,1,210,80,9,14,5,25,0,35,12,170,7,29,10,1,4,14,3,6,8,10,2,6,"Pastries & Sweets"
"3128","panera bread","bear claw",NA,1,500,200,23,35,9,45,0,60,20,390,16,66,22,3,12,30,9,18,15,6,4,15,"Pastries & Sweets"
"3129","panera bread","brittany","cherry cheese",1,290,120,13,20,8,40,0,40,13,230,10,42,14,1,4,20,5,10,0,0,0,0,"Pastries & Sweets"
"3130","panera bread","brittany","cheese brittany",1,330,153,17,26,10,50,0,45,15,260,11,41,14,1,4,22,5,10,0,0,0,0,"Pastries & Sweets"
"3131","panera bread","brownie",NA,1,400,120,13,20,8,40,0,95,32,370,15,68,23,3,12,48,6,12,0,0,0,0,"Pastries & Sweets"
"3132","panera bread","candy cookie",NA,1,410,170,19,29,11,55,0.5,65,22,260,11,59,20,1,4,33,5,10,20,0,2,10,"Pastries & Sweets"
"3133","panera bread","chocolate chip muffie",NA,1,320,130,14,22,3.5,18,0,35,12,210,9,46,15,2,8,28,4,8,0,0,4,15,"Pastries & Sweets"
"3134","panera bread","chocolate chipper cookie",NA,1,390,170,19,29,11,55,0,50,17,290,12,52,17,2,8,31,4,8,8,0,6,15,"Pastries & Sweets"
"3135","panera bread","cinnamon crumb coffee cake",NA,1,520,250,28,43,10,50,0.5,115,38,340,14,61,20,1,4,33,7,14,8,0,20,15,"Pastries & Sweets"
"3136","panera bread","cocoa and creme cookie",NA,1,170,90,10,15,6,30,0,20,7,65,3,21,7,0,0,14,1,2,0,0,0,0,"Pastries & Sweets"
"3137","panera bread","coconut macaroon",NA,1,130,70,7,11,7,35,0,0,0,60,3,17,6,1,4,14,1,2,0,0,0,4,"Pastries & Sweets"
"3138","panera bread","cranberry orange muffin",NA,1,480,170,19,29,3,15,0,65,22,360,15,71,24,2,8,40,6,12,NA,NA,NA,NA,"Pastries & Sweets"
"3139","panera bread","french croissant","regular",1,260,130,16,25,11,55,0,50,17,230,10,27,9,3,12,1,6,12,0,0,0,0,"Pastries & Sweets"
"3140","panera bread","french croissant","chocolate",1,380,200,22,34,13,65,0,50,17,240,10,39,13,4,16,11,7,14,0,0,0,0,"Pastries & Sweets"
"3141","panera bread","french croissant","almond",1,540,306,34,52,15,75,0,100,33,250,10,50,17,4,16,21,11,22,0,0,0,0,"Pastries & Sweets"
"3142","panera bread","kitchen sink cookie",NA,1,800,400,44,68,28,140,1,85,28,760,32,99,33,2,8,56,8,16,15,0,10,35,"Pastries & Sweets"
"3143","panera bread","lemon drop cookie",NA,1,430,180,20,31,13,65,0.5,65,22,270,11,60,20,0,0,35,5,10,10,0,4,10,"Pastries & Sweets"
"3144","panera bread","oatmeal raisin with berries cookie",NA,1,340,110,13,20,7,35,0,50,17,170,7,55,18,2,8,33,4,8,8,0,6,15,"Pastries & Sweets"
"3145","panera bread","orange scone",NA,1,540,180,20,31,13,65,0.5,25,8,810,34,80,27,2,8,37,8,16,15,25,6,15,"Pastries & Sweets"
"3146","panera bread","pecan braid",NA,1,490,260,28,43,11,55,0.5,55,18,280,12,52,17,3,12,23,8,16,10,10,4,10,"Pastries & Sweets"
"3147","panera bread","petite chocolate chipper cookie",NA,1,100,40,5,8,3,15,0,10,3,75,3,13,4,0,0,8,1,2,0,0,0,4,"Pastries & Sweets"
"3148","panera bread","pumpkin cookie",NA,1,470,200,22,34,13,65,1,70,23,230,10,65,22,1,4,37,4,8,NA,NA,NA,NA,"Pastries & Sweets"
"3149","panera bread","pumpkin muffin",NA,1,570,190,21,32,3.5,18,0,30,10,470,20,87,29,3,12,51,7,14,110,4,4,15,"Pastries & Sweets"
"3150","panera bread","raspberry almond thumbprint cookie",NA,1,230,130,14,22,8,40,0.5,35,12,95,4,24,8,1,4,9,2,4,8,0,0,6,"Pastries & Sweets"
"3151","panera bread","tulip cookie",NA,1,440,190,21,32,13,65,1,65,22,210,9,58,19,1,4,32,4,8,NA,NA,NA,NA,"Pastries & Sweets"
"3152","panera bread","valentine cookie",NA,1,430,189,21,32,13,65,1,55,18,180,8,56,19,1,4,28,4,8,NA,NA,NA,NA,"Pastries & Sweets"
"3153","panera bread","cinnamon roll",NA,1,620,160,18,28,8,40,0,65,22,490,20,109,36,3,12,72,8,16,20,15,6,25,"Pastries & Sweets"
"3154","panera bread","wild blueberry mini scone",NA,1,160,63,7,11,4,20,0,25,8,300,13,22,7,1,4,8,3,6,NA,NA,NA,NA,"Pastries & Sweets"
"3155","panera bread","wild blueberry muffin",NA,1,460,162,18,28,3,15,0,60,20,380,16,69,23,1,4,40,6,12,2,2,4,440,"Pastries & Sweets"
"3156","panera bread","wild blueberry scone",NA,1,470,171,19,29,12,60,0.5,70,23,900,38,67,22,2,8,25,8,16,15,0,4,15,"Pastries & Sweets"
"3157","panera bread","asian sesame vinaigrette","half",112,50,45,5,8,0.5,3,0,0,0,85,4,3,1,0,0,2,0,0,NA,NA,NA,NA,"Salad Dressings"
"3158","panera bread","asian sesame vinaigrette","full",3,110,81,9,14,1.5,8,0,0,0,170,7,6,2,0,0,3,0,0,NA,NA,NA,NA,"Salad Dressings"
"3159","panera bread","bbq ranch dressing","half",112,70,54,6,9,1,5,0,5,2,90,4,4,1,0,0,3,0,0,NA,NA,NA,NA,"Salad Dressings"
"3160","panera bread","bbq ranch dressing","full",3,140,108,12,18,2,10,0,10,3,180,8,8,3,0,0,7,1,2,NA,NA,NA,NA,"Salad Dressings"
"3161","panera bread","caesar dressing","half",112,80,72,8,12,1.5,8,0,15,5,105,4,2,1,0,0,0,0,0,NA,NA,NA,NA,"Salad Dressings"
"3162","panera bread","caesar dressing","full",3,160,144,16,25,2.5,13,0,35,12,210,9,3,1,0,0,1,1,2,NA,NA,NA,NA,"Salad Dressings"
"3163","panera bread","full poppyseed dressing",NA,3,25,0,0,0,0,0,0,0,0,110,5,6,2,1,4,5,0,0,NA,NA,NA,NA,"Salad Dressings"
"3164","panera bread","greek dressingherb vinaigrette","half",112,110,108,12,18,2,10,0,0,0,160,7,1,0,0,0,0,0,0,NA,NA,NA,NA,"Salad Dressings"
"3165","panera bread","greek dressingherb vinaigrette","full",3,220,216,24,37,3.5,18,0,0,0,310,13,3,1,0,0,0,0,0,NA,NA,NA,NA,"Salad Dressings"
"3166","panera bread","half poppyseed dressing",NA,112,15,0,0,0,0,0,0,0,0,55,2,3,1,0,0,3,0,0,NA,NA,NA,NA,"Salad Dressings"
"3167","panera bread","low fat thai chili vinaigrette","half",112,25,9,1,2,0,0,0,0,0,90,4,4,1,0,0,3,0,0,NA,NA,NA,NA,"Salad Dressings"
"3168","panera bread","low fat thai chili vinaigrette","full",3,50,18,2,3,0,0,0,0,0,180,8,8,3,0,0,6,0,0,NA,NA,NA,NA,"Salad Dressings"
"3169","panera bread","white balsamic apple vinaigrette","half",112,80,54,6,9,1,5,0,0,0,90,4,6,2,0,0,5,0,0,NA,NA,NA,NA,"Salad Dressings"
"3170","panera bread","white balsamic apple vinaigrette","full",3,150,108,12,18,2,10,0,0,0,180,8,12,4,0,0,11,0,0,NA,NA,NA,NA,"Salad Dressings"
"3171","panera bread","asian sesame chicken salad","half",220,NA,100,11,17,1.5,8,0,40,13,340,14,14,5,3,12,3,16,32,25,20,5,8,"Salads"
"3172","panera bread","asian sesame chicken salad","full",430,NA,210,23,35,3,15,0,80,27,670,28,29,10,6,24,7,31,62,50,40,10,15,"Salads"
"3173","panera bread","bbq chopped chicken salad","half",260,NA,110,13,20,2,10,0,45,15,580,24,22,7,5,20,7,17,34,NA,NA,NA,NA,"Salads"
"3174","panera bread","bbq chopped chicken salad","full",520,NA,230,25,38,4,20,0,90,30,1160,48,44,15,10,40,14,33,66,NA,NA,NA,NA,"Salads"
"3175","panera bread","caesar salad","half",160,NA,110,13,20,3,15,0,40,13,270,11,13,4,2,8,3,16,32,NA,NA,NA,NA,"Salads"
"3176","panera bread","caesar salad","full",1,320,230,26,40,6,30,0,45,15,610,25,15,5,2,8,1,9,18,NA,NA,NA,NA,"Salads"
"3177","panera bread","chicken caesar salad","half",230,NA,130,14,22,3.5,18,0,65,22,460,19,11,4,2,8,1,17,34,NA,NA,NA,NA,"Salads"
"3178","panera bread","chicken caesar salad","full",470,NA,260,28,43,7,35,0.5,125,42,920,38,21,7,4,16,3,34,68,NA,NA,NA,NA,"Salads"
"3179","panera bread","citrus asian crunch salad with chicken","half",1,330,170,19,29,3,15,0,60,20,710,30,22,7,4,16,12,18,36,NA,NA,NA,NA,"Salads"
"3180","panera bread","citrus asian crunch salad with chicken","whole",1,650,340,38,58,6,30,0,115,38,1420,59,44,15,8,32,24,35,70,NA,NA,NA,NA,"Salads"
"3181","panera bread","fuji apple with chicken salad","half",290,NA,160,18,28,4,20,0,50,17,350,15,19,6,3,12,11,16,32,NA,NA,NA,NA,"Salads"
"3182","panera bread","fuji apple with chicken salad","full",580,NA,320,36,55,8,40,0,95,32,700,29,38,13,6,24,22,32,64,NA,NA,NA,NA,"Salads"
"3183","panera bread","full strawberry poppyseed with chicken",NA,360,NA,120,14,22,2,10,0,80,27,300,13,34,11,8,32,23,29,58,NA,NA,NA,NA,"Salads"
"3184","panera bread","greek salad","half",1,200,160,18,28,4,20,0,10,3,590,25,7,2,2,8,2,4,8,NA,NA,NA,NA,"Salads"
"3185","panera bread","greek salad","full",1,400,320,36,55,8,40,0,25,8,1180,49,11,4,4,16,4,6,12,NA,NA,NA,NA,"Salads"
"3186","panera bread","greek salad with chicken","half",250,NA,162,18,28,4.5,23,0,50,17,660,28,7,2,2,8,2,15,30,NA,NA,NA,NA,"Salads"
"3187","panera bread","greek salad with chicken","whole",500,NA,324,36,55,9,45,0,100,33,1310,55,13,4,4,16,4,31,62,NA,NA,NA,NA,"Salads"
"3188","panera bread","green goddess cobb salad with chicken","half",1,260,130,15,23,3.5,18,0,145,48,430,18,14,5,4,16,6,21,42,NA,NA,NA,NA,"Salads"
"3189","panera bread","green goddess cobb salad with chicken","whole",1,530,270,30,46,7,35,0,290,97,860,36,27,9,8,32,13,42,84,NA,NA,NA,NA,"Salads"
"3190","panera bread","half strawberry poppyseed with chicken",NA,180,NA,60,7,11,1,5,0,40,13,150,6,17,6,4,16,12,15,30,NA,NA,NA,NA,"Salads"
"3191","panera bread","southwest caesar salad with chicken","half",12,310,210,24,37,5,25,0,60,20,490,20,11,4,4,16,2,16,32,NA,NA,NA,NA,"Salads"
"3192","panera bread","southwest caesar salad with chicken","whole",1,630,430,48,74,10,50,1,120,40,980,41,22,7,8,32,4,32,64,NA,NA,NA,NA,"Salads"
"3193","panera bread","southwest chile lime ranch salad with chicken","half",1,340,160,18,28,3.5,18,0,50,17,620,26,27,9,7,28,5,20,40,NA,NA,NA,NA,"Salads"
"3194","panera bread","southwest chile lime ranch salad with chicken","full",1,680,320,36,55,7,35,0,100,33,1240,52,54,18,14,56,10,39,78,NA,NA,NA,NA,"Salads"
"3195","panera bread","thai chopped chicken salad","half",240,NA,90,10,15,1,5,0,40,13,550,23,22,7,5,20,7,18,36,NA,NA,NA,NA,"Salads"
"3196","panera bread","thai chopped chicken salad","full",490,NA,190,21,32,2.5,13,0,80,27,1110,46,43,14,9,36,15,37,74,NA,NA,NA,NA,"Salads"
"3197","panera bread","chicken sandwich","signature take",1,560,260,29,45,10,50,0,180,60,960,40,37,12,2,8,6,39,78,NA,NA,NA,NA,"Sandwiches"
"3198","panera bread","chicken sandwich","spicy take",1,570,270,30,46,8,40,0,170,57,1260,53,40,13,2,8,7,35,70,NA,NA,NA,NA,"Sandwiches"
"3199","panera bread","chipotle bacon melt","half",1,450,230,26,40,14,70,0.5,75,25,980,41,34,11,1,4,5,21,42,NA,NA,NA,NA,"Sandwiches"
"3200","panera bread","chipotle bacon melt","whole",1,900,470,52,80,27,135,1,150,50,1960,82,67,22,2,8,11,42,84,NA,NA,NA,NA,"Sandwiches"
"3201","panera bread","chipotle chicken avocado melt","half",1,430,190,21,32,7,35,0,55,18,1040,43,40,13,4,16,2,21,42,NA,NA,NA,NA,"Sandwiches"
"3202","panera bread","chipotle chicken avocado melt","whole",1,850,370,41,63,14,70,0,110,37,2080,87,80,27,8,32,5,41,82,NA,NA,NA,NA,"Sandwiches"
"3203","panera bread","classic grilled cheese on all natural white miche","half",1,350,160,18,28,11,55,0.5,55,18,870,36,33,11,1,4,5,16,32,NA,NA,NA,NA,"Sandwiches"
"3204","panera bread","classic grilled cheese on all natural white miche","whole",1,700,320,35,54,22,110,1,110,37,1730,72,67,22,2,8,10,31,62,NA,NA,NA,NA,"Sandwiches"
"3205","panera bread","frontega chicken panini","half",360,NA,130,14,22,4.5,23,0,40,13,1050,44,39,13,2,8,3,19,38,NA,NA,NA,NA,"Sandwiches"
"3206","panera bread","frontega chicken panini","whole",730,NA,260,29,45,9,45,0,80,27,2110,88,79,26,5,20,5,39,78,NA,NA,NA,NA,"Sandwiches"
"3207","panera bread","full bacon turkey bravo on xl tomato basil",NA,640,NA,190,21,32,9,45,0,95,32,1680,70,68,23,3,12,7,45,90,NA,NA,NA,NA,"Sandwiches"
"3208","panera bread","full napa almond chicken salad on sesame semolina",NA,630,NA,290,32,49,5,25,0,70,23,750,31,62,21,5,20,12,28,56,NA,NA,NA,NA,"Sandwiches"
"3209","panera bread","full roasted turkey avocado blt on sourdough",NA,690,NA,320,35,54,7,35,0,80,27,1310,55,53,18,7,28,4,43,86,NA,NA,NA,NA,"Sandwiches"
"3210","panera bread","green goddess caprese melt",NA,1,1000,390,43,66,15,75,0,70,23,1900,79,117,39,5,20,7,36,72,NA,NA,NA,NA,"Sandwiches"
"3211","panera bread","grilled mac cheese sandwich","half",1,430,185,21,32,12,60,0.8,55,18,825,34,43,14,2,8,7,19,38,NA,NA,NA,NA,"Sandwiches"
"3212","panera bread","grilled mac cheese sandwich","whole",1,860,370,42,65,24,120,1.5,110,37,1650,69,86,29,3,12,14,37,74,NA,NA,NA,NA,"Sandwiches"
"3213","panera bread","half bacon turkey bravo on xl tomato basil",NA,320,NA,100,11,17,4.5,23,0,50,17,840,35,34,11,2,8,3,23,46,NA,NA,NA,NA,"Sandwiches"
"3214","panera bread","half napa almond chicken salad on sesame semolina",NA,320,NA,140,16,25,2.5,13,0,35,12,380,16,31,10,2,8,6,14,28,NA,NA,NA,NA,"Sandwiches"
"3215","panera bread","half roasted turkey avocado blt on sourdough",NA,340,NA,160,18,28,3.5,18,0,40,13,650,27,27,9,3,12,2,21,42,NA,NA,NA,NA,"Sandwiches"
"3216","panera bread","smoked ham swiss on rye","half",320,NA,140,15,23,6,30,0,50,17,690,29,24,8,1,4,1,21,42,NA,NA,NA,NA,"Sandwiches"
"3217","panera bread","smoked ham swiss on rye","whole",630,NA,280,31,48,11,55,0,100,33,1390,58,48,16,3,12,2,41,82,NA,NA,NA,NA,"Sandwiches"
"3218","panera bread","mediterranean veggie on xl tomato basil","half",1,220,60,6,9,1.5,8,0,5,2,630,26,33,11,3,12,4,9,18,NA,NA,NA,NA,"Sandwiches"
"3219","panera bread","mediterranean veggie on xl tomato basil","whole",470,NA,110,13,20,3,15,0,10,3,1150,48,68,23,6,24,8,18,36,20,35,10,30,"Sandwiches"
"3220","panera bread","modern caprese sandwich","half",1,430,180,20,31,10,50,0,35,12,1090,45,43,14,3,12,6,24,48,NA,NA,NA,NA,"Sandwiches"
"3221","panera bread","modern caprese sandwich","whole",1,860,350,39,60,19,95,1,65,22,2180,91,85,28,6,24,11,43,86,NA,NA,NA,NA,"Sandwiches"
"3222","panera bread","pepperoni mozzarella melt",NA,1,990,340,38,58,21,105,1,110,37,2570,107,114,38,5,20,5,49,98,NA,NA,NA,NA,"Sandwiches"
"3223","panera bread","smokehouse bbq chicken sandwich","half",1,380,130,15,23,7,35,0,60,20,940,39,41,14,1,4,9,21,42,NA,NA,NA,NA,"Sandwiches"
